"Time [us]","Current(w1) [A]","Current(w2) [A]","Current(w4) [A]","Current(w6) [A]","Current(w2)+Current(w4)+Current(w6) [A]"
1.85999999999999,-0.770513242775829,0.549568665579623,-0.221261462464348,-0.193724598473968,0.134582604641307
1.86999999999999,-0.728968627421455,0.48611532176883,-0.261294585881988,-0.215447706252788,0.00937302963405398
1.87999999999999,-0.684547105928735,0.42076454567345,-0.300330333482248,-0.23630764208215,-0.115873429890948
1.88999999999999,-0.637423989748739,0.353774194831725,-0.33821448235064,-0.256222199620097,-0.240662487139012
1.89999999999999,-0.587785252292524,0.28540859782209,-0.374797355661815,-0.275112902450659,-0.364501660290384
1.90999999999999,-0.53582679497905,0.215937511122385,-0.409934413585974,-0.292905313605664,-0.486902216069253
1.91999999999999,-0.481753674101771,0.145635054375639,-0.443486823564539,-0.309529329435432,-0.607381098624332
1.92999999999999,-0.42577929156513,0.0747786286557419,-0.475322008287549,-0.324919456118443,-0.72546283575025
1.93999999999999,-0.368124552684737,0.00364782187393176,-0.50531416892074,-0.339015068485293,-0.840681415532101
1.94999999999999,-0.309016994375009,-0.0674766951629581,-0.533344781604159,-0.351760649005928,-0.952582125773045
1.95999999999999,-0.248689887164916,-0.138314276055708,-0.559303065037438,-0.363106006822476,-1.06072334791562
1.96999999999999,-0.187381314585787,-0.208585406369202,-0.583086417868928,-0.373006476136604,-1.16467830037473
1.97999999999999,-0.125333233564368,-0.278012806583701,-0.604600823231467,-0.381423092303959,-1.26403672211913
1.98999999999999,-0.0627905195293773,-0.346322527048174,-0.623761220444067,-0.38832274597904,-1.35840649347128
1.99999999999999,-6.26623480986677e-14,-0.413245029302379,-0.640491840548215,-0.393678313157243,-1.44741518300784
2.00999999999999,0.0627905195292505,-0.478516248023572,-0.654726504050292,-0.397468762449259,-1.53071151452312
2.01999999999999,0.125333233564241,-0.5418786353589,-0.666408883861021,-0.399679238550277,-1.6079667577702
2.02999999999999,0.187381314585662,-0.603082176074468,-0.67549272703132,-0.40030112070788,-1.67887602381367
2.03999999999999,0.248689887164794,-0.661885374474103,-0.681942036699231,-0.399332056143808,-1.74315946731714
2.04999999999999,0.309016994374888,-0.71805620827899,-0.68573121432122,-0.396775969699641,-1.80056339229985
2.05999999999999,0.368124552684619,-0.771373042940526,-0.686845161397933,-0.392643049191538,-1.85086125353
2.06999999999999,0.425779291565015,-0.821625507905003,-0.685279338062318,-0.386949703680669,-1.89385454964799
2.07999999999999,0.481753674101658,-0.868615324383327,-0.681039782676336,-0.379718500306618,-1.92937360736628
2.08999999999999,0.535826794978944,-0.912157091417319,-0.674143084718215,-0.370978073135741,-1.95727824927128
2.09999999999999,0.587785252292422,-0.952079015030018,-0.664616323023902,-0.360763013857221,-1.97745835191114
2.10999999999999,0.63742398974864,-0.988223585863616,-0.652496956465676,-0.349113730178441,-1.98983427250773
2.11999999999999,0.684547105928641,-1.02044820297953,-0.637832677736214,-0.33607629072568,-1.99435717144142
2.12999999999999,0.728968627421369,-1.04862573534692,-0.620681222425153,-0.321702241172944,-1.99100919894502
2.13999999999999,0.77051324277575,-1.07264502263161,-0.601110145932348,-0.306048401712289,-1.97980357027625
2.14999999999999,0.809016994374909,-1.09241131616066,-0.579196551068925,-0.289176641752908,-1.96078450898249
2.15999999999999,0.84432792550198,-1.1078466507811,-0.555026788246676,-0.271153636207421,-1.9340270752352
2.16999999999999,0.876306680043832,-1.11889015480256,-0.528696112808179,-0.252050603340078,-1.89963687095082
2.17999999999999,0.904827052465992,-1.12549828639418,-0.500308307858039,-0.231943022559515,-1.85774961681173
2.18999999999999,0.929776485888228,-1.12764500981639,-0.469975278318921,-0.210910337097882,-1.80853062523319
2.19999999999999,0.951056516295134,-1.12532189638328,-0.437816605870763,-0.189035639752447,-1.75217414200649
2.20999999999999,0.968583161128615,-1.1185381559184,-0.403959078296733,-0.166405345009534,-1.68890257922467
2.21999999999999,0.982287250728677,-1.10732060422073,-0.368536189672772,-0.143108850311197,-1.6189656442047
2.22999999999999,0.99211470131447,-1.09171355352346,-0.331687611896153,-0.119238180102879,-1.54263934552249
2.23999999999999,0.998026728428268,-1.07177863871072,-0.293558645094465,-0.0948876245956313,-1.46022490840082
2.24999999999999,1,-1.04759457707312,-0.254299642766571,-0.0701533660932174,-1.37204758593291
2.25999999999999,0.998026728428276,-1.01925685225792,-0.214065420501502,-0.0451331021636805,-1.2784553749231
2.26999999999999,0.992114701314486,-0.986877342409538,-0.173014642480138,-0.0199256564250181,-1.17981764131469
2.27999999999999,0.982287250728701,-0.950583875129555,-0.131309196472786,0.00536940869969441,-1.07652366290265
