"Time [us]","Current(p1) [A]","Current(s1) [A]","Current(s2) [A]","Current(s3) [A]","Current(s1)+Current(s2)+Current(s3) [A]"
2.57999999999999,-0.481753674101659,1.09392395617608,0.506597180902257,0.334580678481751,1.93510181556009
2.58999999999999,-0.535826794978942,1.07427789375188,0.558236733209487,0.331124977027775,1.96363960398914
2.59999999999999,-0.587785252292421,1.0503795737762,0.607688921628551,0.326359382121356,1.98442787752611
2.60999999999999,-0.63742398974864,1.02232327282503,0.654758661932797,0.320302659195771,1.9973845939536
2.61999999999999,-0.684547105928644,0.990219676910647,0.699260271986242,0.312978669612058,2.00245861850895
2.62999999999998,-0.728968627421325,0.95419544563468,0.741018203393652,0.304416276237572,1.9996299252659
2.63999999999998,-0.770513242775709,0.914392712596324,0.779867735372918,0.294649230223324,1.98890967819257
2.64999999999998,-0.809016994374873,0.870968522762125,0.815655624023036,0.283716037074471,1.97034018385963
2.65999999999998,-0.844327925501947,0.824094214651617,0.848240707710719,0.271659804947078,1.94399472730941
2.66999999999998,-0.876306680043802,0.773954742849484,0.877494463784005,0.258528074903783,1.90997728153727
2.67999999999998,-0.904827052465965,0.720747948424214,0.90330151602695,0.244372632445829,1.86842209689699
2.68999999999998,-0.929776485888205,0.664683778751184,0.925560089987878,0.229249304019353,1.81949317275842
2.69999999999998,-0.951056516295115,0.605983457556083,0.944182414643652,0.213217736137151,1.76338360833689
2.70999999999998,-0.9685831611286,0.544878613399747,0.959095068421877,0.19634116012059,1.70031484194221
2.71999999999998,-0.982287250728664,0.481610364441037,0.970239269773638,0.178686142675185,1.63053577688986
2.72999999999998,-0.992114701314462,0.416428367345739,0.977571108334242,0.160322322949115,1.5543217986291
2.73999999999998,-0.998026728428264,0.349589831823582,0.981061718667819,0.141322137814595,1.471973688306
2.74999999999998,-1,0.281358505684306,0.980697394264409,0.121760536147089,1.3838164360958
2.75999999999998,-0.99802672842828,0.212003633736984,0.976479641110603,0.101714682645058,1.29019795749264
